hotel_id,hotel_category,hotel_name_length,hotel_description_length,hotel_photos_qty
ff02e685e4cf546c88f9b34f5ebefc2b,6,33.0,187.0,5.0
d63d20f4183d9ed1144cff05d8e88d79,7,44.0,1165.0,1.0
ae28a0d3340d907f7afdb1d1a4569fdb,,,,
1e8b659dc77bb7eb4ee4630761de8758,36,52.0,220.0,1.0
691c2ff3f99e21c21057ddc0ba621dce,28,51.0,444.0,2.0
b2f11d5c3b2597576ea2219da2bf3225,69,59.0,941.0,8.0
c49af34728904a73c26e9e59a66d92b0,29,56.0,582.0,1.0
219e45e7d138101bc3c8aa6c602ad328,16,52.0,928.0,7.0
e82e4361f19af2b01faaf0d4a362d1ce,69,55.0,662.0,1.0
5a48a8c95623c399a9d4a7194163a8a6,,,,
89364a155b1e788a3ccd91a252caf6fb,65,50.0,548.0,1.0
6b7e0dc022067d33e81d52c0fd7c289b,14,39.0,619.0,1.0
f002aadf31960869f653e442d09f9dfe,2,33.0,1084.0,2.0
40d684180cc1a549f77145c551c83750,2,38.0,492.0,1.0
20cd1c6ea58f6701679d4bd3b0237725,33,52.0,224.0,2.0
d0250e65638336c25f5a8ab485947c33,28,48.0,354.0,1.0
0a76542a5697aed78039f1342c0533d3,6,42.0,993.0,1.0
0bd389e240f63a507dc50b0c7a71c862,27,48.0,659.0,1.0
51a448d2a16b1defa1ad71ea20de0132,33,36.0,436.0,1.0
cd224b5c5c8082313d46d011223de539,6,50.0,676.0,2.0
3268d84351b65aeba3f1fbc2a256b04a,6,59.0,1749.0,4.0
7efe1a143690c889ff64ceb8a2251aec,73,60.0,651.0,5.0
09ca849dca5afda036f842e2336d3272,35,38.0,459.0,1.0
74bedbb98efe044c829386487f8e5d25,6,36.0,592.0,1.0
b1391c279582c1aa89442877980a9990,69,59.0,1013.0,3.0
f7e7d20cb8a80932979464e7ce2bb11e,11,63.0,334.0,1.0
a9228b89ed9dc201c20df23631305c16,29,43.0,602.0,2.0
bf37057330c1a96af712fb31d5d2acd4,73,58.0,840.0,1.0
4296aade0783ebecdd3fa15622bad99b,69,47.0,1249.0,1.0
987574b781aebd5a7d4d33e8e5f38754,18,38.0,974.0,5.0
ffca0c4d1c7769e7b253c5cc547bc80c,29,44.0,307.0,1.0
32c511e484ea4f3f8b0526ee59d192b3,69,32.0,480.0,1.0
c31413b5c7790e3f301342464d0f7720,28,40.0,305.0,1.0
dfc88a9241c396addd75f5c8baa6b82b,16,48.0,868.0,8.0
8afdc2719c085b5a96aa441b83b9177e,69,26.0,729.0,4.0
303d27159849d2601d5d962f1927c926,69,40.0,354.0,3.0
fa1ac792c8c26168eca51bb4d02584d5,16,56.0,797.0,5.0
a04fd6f23b324d87a1a81e96a50fc74f,61,34.0,472.0,1.0
81057f10a84c7b2cb539c722a53a19e1,19,53.0,445.0,2.0
b7acb0086a51f6f565cae7a908351ea0,,,,
b3bc232eeb8b8e1c5757ce6450b4e1fb,38,46.0,486.0,2.0
de645d9a6c8cdc4970ddd0c5ce67727f,35,59.0,743.0,2.0
2a9510d5542f2a078903a2a750aa8f29,69,49.0,1141.0,2.0
7a5ea87d52949bd097ce050160785b69,36,48.0,389.0,3.0
12f1772fc4b0204db7e0352fc1b2c937,50,59.0,1253.0,1.0
e065d8704739ac0fc0c8135d047824bc,7,54.0,353.0,2.0
5ce263335eacafaa68ffeba6e69b019a,10,52.0,233.0,1.0
7832ac572e307bdacf9ba9f66a906cdc,13,48.0,899.0,1.0
239eb92d383e390b38b9bb792c649d89,73,59.0,580.0,2.0
4d07e0dc53677b5227fea02cd5b4ecb9,20,49.0,267.0,2.0
75c051e4f283579598cf6d21002287b9,11,58.0,471.0,5.0
60fe165ed992965f2c73733e503f68fb,2,51.0,550.0,1.0
d72bffc6562f7f7c7173bcea4312cb31,47,55.0,468.0,2.0
bd27f7206188081008d972a26085dd4f,11,47.0,587.0,3.0
ea0467967ce11d829d1f9419af744418,28,53.0,271.0,1.0
32a78254739ee35900cbefaf96097dbe,40,36.0,695.0,2.0
cd2a4bcd64e6b249e0a674b3a8eeab31,22,60.0,295.0,2.0
5a203357be71e318167b70a0c5f8c8e5,34,56.0,1130.0,2.0
c9099cdb4c10ee7e84d5059d3cf4de5b,73,58.0,824.0,1.0
109d46f8faeca31a1c75ddabb495df6a,36,28.0,491.0,2.0
e0638cf45fd59f63ada0093ba37ce1b5,6,56.0,470.0,2.0
d891eebd296eb3caa5bcb557628fb6b9,69,48.0,604.0,1.0
b3b1c3819e733de3e91644de20a2613e,6,40.0,789.0,1.0
a2ce3e484f379f751df4c709ced881b7,20,49.0,249.0,1.0
0fe0ef2ab34bc1baa8b5f7adf36ac9a9,73,58.0,506.0,4.0
d06e619d8d7ac69b3579a4eba76ab901,18,25.0,641.0,2.0
712366c95191841792a725a232eb2543,11,55.0,236.0,1.0
45be05e8bbd11c4fc193603976b9f620,28,58.0,298.0,1.0
78c19fd773dc14e8071abdabb9d71404,19,43.0,199.0,1.0
04647eff040e08cd98ce32107fdff1c5,10,43.0,2239.0,2.0
c2d2897172a82c40fcee842d53183c77,19,39.0,2203.0,1.0
480b6aa3850856286ac32a6743a58d26,10,41.0,85.0,2.0
210cb74b1134e0419b1dd1e859a053a2,7,35.0,795.0,1.0
c728834f6804c2a32ef08c086ff43549,16,48.0,523.0,1.0
e8809398eca3f2a3fefc877e6bbeb95d,35,58.0,780.0,2.0
d5a9eded40aaf36e08db9ef4a7a6981c,2,42.0,703.0,3.0
afa6f67b850b157f00a33684fd6ec612,17,45.0,1095.0,9.0
81da3ef743a44e15590c5718eefc762f,13,49.0,2821.0,1.0
baf7648577beb152e132073258e01fad,2,50.0,835.0,1.0
19759dc811ee18cc95104ed254f4b6d7,28,62.0,313.0,1.0
379f3de517423fccda65cbdce8ae5ccc,29,58.0,1258.0,3.0
0786e93c65ce079c50c8bd6b0ceeb479,17,55.0,617.0,2.0
c621d6182feb6b39c4194c6e62e31b1e,28,22.0,735.0,5.0
0c6689b10b0a422ae43f45b720dba3cc,28,53.0,197.0,1.0
3350fbb3a5f0cc0b48c8c9837489ead9,69,24.0,678.0,1.0
9f5b05a2703871a8f27e4e1a70e632ab,2,42.0,521.0,3.0
05a35976a91aed5cccc3992c357f8a8f,6,63.0,418.0,1.0
c8913d9d5a62318e40469ef39f0ddc59,41,60.0,2170.0,1.0
c7b66033cc4dc22c547763afd93cafd6,65,47.0,1170.0,3.0
28bc2c8b11863de7586bf937a731d015,14,56.0,1115.0,2.0
29be19e1ce8e69e15c4735a57a59c444,11,60.0,1056.0,2.0
d6f0d5abfb66e1dd2fc35d4ee7fab7a4,16,53.0,871.0,6.0
e3000c77b282069397fb84686dc196b3,18,40.0,1109.0,1.0
ccf98834da587d0ba8a9aea28d78208c,71,41.0,521.0,4.0
94bb01d227e90ec1bb0d845e24a09e94,69,50.0,988.0,2.0
4effcf8f5b88d80588bc56240127db1f,29,53.0,555.0,1.0
5634ca1ef2ad765ebc1110ccf58ba49c,73,58.0,689.0,5.0
8c4159426b700eb10045dc449eb0c62c,38,60.0,911.0,4.0
ca77a1cf8aea20acd9cd9b5b564734dd,11,47.0,1054.0,4.0
2ad971a7511cac11c02b2cde418c199f,10,42.0,1112.0,1.0
f28cf46d789adedc107d75953a05a947,69,57.0,652.0,1.0
b25b333638e5ed8cc9e658782f61059d,28,59.0,297.0,1.0
49e25fab8c0b66fbabb97fc1f107bcdf,20,59.0,1007.0,2.0
49b6ab5e3cb721c99b5101eb75c72eba,69,41.0,754.0,1.0
2410c9ef2be47b508cac95fe03071a2d,11,57.0,189.0,1.0
33598f806553accd469b47e709bbae45,2,32.0,498.0,1.0
f2f7a051a6de66094c0015e652da4f31,28,53.0,124.0,3.0
499945013a9fb3f11ec44660b448a9e1,28,55.0,133.0,2.0
2f3a1e1bfb220ac72d803c5f5d714513,38,39.0,375.0,4.0
8ce9ae97feda7b2f51f261b46816aa83,9,17.0,322.0,2.0
a3e4ce084c21c873507cc94774f52c71,73,50.0,296.0,2.0
3f0bc56bd4f6beeb3e8d0430dd782814,7,54.0,1674.0,1.0
2a7da613f71ce16f22e42d50d89882de,7,60.0,1610.0,2.0
bc101321e360f438cf153b9d074ec70a,45,50.0,1041.0,2.0
b8cc3cc61e9b46d79ea9002596041589,69,36.0,610.0,1.0
1df97b2b9abee97ce1e1b8f153ae5df7,19,44.0,3049.0,3.0
63572e94aa7e220466f83f8677cfbc32,69,26.0,1322.0,2.0
041c0752194622a7a7016d8c9b5e10c5,37,29.0,523.0,1.0
e52a4a58271720bbafa592adedc22197,2,41.0,100.0,4.0
ccde23af3d77152129c5afd68051e3de,12,52.0,1222.0,1.0
1755c77f5345b012323611486ffdf624,28,57.0,592.0,1.0
3d8a6cbaaebc7ab99cbe6c7fce98e1aa,17,34.0,219.0,1.0
9487798076d5f21c1090d2d68dc90096,6,54.0,688.0,1.0
0160c144aab62f721009c5f32ba959fa,73,41.0,1978.0,1.0
180c2c7654872f6fab96e40e207bb2d8,38,30.0,305.0,1.0
543633edc71df3737e49ebfe555e0880,6,53.0,213.0,1.0
ca0e0253d71433c22ac5acd0fbedb91b,33,45.0,513.0,2.0
15d1adf3300cd627835417a1211f6905,2,48.0,213.0,1.0
a3eb1a1ac40b2f6e3ad4fd1038c626cb,69,56.0,450.0,2.0
0c9fdfb329cc114833e44030e694bab5,18,53.0,2601.0,1.0
403b129bcfe366dddb9ba25fb4516757,28,60.0,335.0,3.0
7e713d50001948661c2b252f3765680a,29,53.0,672.0,2.0
f885aaded64fc6502ddb214c3ecaaa56,11,59.0,456.0,5.0
4491067ba7cd5e5127177994f6e693b1,3,48.0,1821.0,1.0
c882a7b60518fd8b55c1b0feb719445e,2,56.0,444.0,3.0
df72c012b701b3e83b258581d4824c6d,72,49.0,423.0,1.0
abe83aaa3e7c47962cbbe1ffe224d922,7,39.0,1306.0,1.0
184665441e35897a4f3c3955d13d7e0c,14,37.0,734.0,10.0
297ba8ec15891e2d95193203c2af407c,20,39.0,493.0,1.0
60d29279c7f11d689792bbba7e06201e,29,39.0,587.0,2.0
171ec3eaf3bbb86d6ba6fc9afe801441,29,44.0,788.0,1.0
5598de7992eb7d3b4e080b7d7acc602a,34,31.0,1990.0,2.0
3bd65a9c7070e474f1430c94deb8212b,7,21.0,1790.0,7.0
addbfdf534a44ed5094b8c6765ddff96,3,51.0,910.0,2.0
12c8900c972a10fa3b5b1863826c0356,2,40.0,298.0,2.0
85efee49ba6cd9f3f17efabb8991bc10,69,43.0,1177.0,3.0
75713bd04c8854aa80f09e994b771671,2,50.0,494.0,2.0
b03e660d44470d936c0f20bb62ab3eeb,69,56.0,788.0,3.0
26b350262195e9810e32795afc7174e8,16,59.0,303.0,2.0
0f0b760c31e66ee97e50d61194019f38,69,54.0,1954.0,1.0
149488243f31618867accce8cd60831f,10,51.0,313.0,4.0
18d30232367f0b45e284c3ae810052cf,22,28.0,371.0,2.0
d669fbebd5a385ac7cc2ae7573aed75a,7,42.0,427.0,1.0
cf7b30c07d3657f8145baf13e0439b20,18,54.0,1385.0,2.0
f72798f25cdd5d98553553d853dd3a67,14,63.0,935.0,8.0
277a4fa1e89af27590b438d0b575b7f0,28,57.0,249.0,1.0
ff8346f0fb99858f2c095423151ff363,69,49.0,752.0,1.0
532834b3d947821d519c03500a4a72be,14,52.0,348.0,10.0
64459a4e24143920178f423ece1fcd5a,6,59.0,2432.0,2.0
8e22acc762c474367d2cead5d3c43dc4,37,59.0,233.0,1.0
b81f4f99f840cadbde0e4d817c0fe79d,59,34.0,853.0,1.0
41a03acc58318e481abf0fc6a8643df7,38,56.0,447.0,2.0
1815bdc83c93f4b3472fa7c4d31dbb0d,,,,
6250a5346180e4fc4f1c7e6340ba571a,28,58.0,418.0,1.0
0d089860c6c1cf7ad5b6e33c6721bcdf,69,58.0,264.0,1.0
83f5748d01abec8fd268dccba49cea07,7,44.0,1487.0,1.0
37ba2b757b9fc5017f2d11f288faea59,69,29.0,223.0,1.0
736a81dd679c39d7fd21a7841f8c0ca7,6,50.0,1831.0,3.0
33bc521cdef9bba5d086d6d6687954ed,10,38.0,567.0,1.0
85d518112309c312260fd88842b715d7,33,54.0,193.0,3.0
a22dfac5e4411f456cbf6598bd041890,69,45.0,793.0,1.0
2f72892ede46001673bdd688e1eb847d,2,55.0,300.0,1.0
736a2cbddfce65059918826c12acdab5,27,43.0,791.0,2.0
263d2173f2f8a7a3fb5ec75c476ddefd,69,41.0,1185.0,1.0
b7599aa4807e78bbc65a9cf8c588a4b9,2,24.0,456.0,1.0
1c245c52ded56f9fd1f17590c1b5ac75,13,46.0,2123.0,3.0
3d90486c96047f188771ee4ffe47cca1,69,49.0,786.0,2.0
1737293bf3afc7732942d06f6496641c,15,56.0,236.0,3.0
9dcf2c39f7fe71d43ce0a09dbb57e1fa,31,57.0,416.0,1.0
2a494bb5926e558a87687768098c8d86,19,54.0,940.0,1.0
dfdf3ec5ef8f1e5f59418dab0d190211,2,57.0,1738.0,1.0
45c704660310bdc5a2741ea8d777214c,6,55.0,314.0,1.0
3429e69452233838ddcee96128d25ffe,28,48.0,417.0,1.0
6746971ce589060a7aeef9f9d9f79b5f,69,58.0,893.0,1.0
e58cfaa3e1ef9f534adab7a8dfec813a,11,36.0,508.0,2.0
888dbca93a1c26c5d5c949b175116a75,28,56.0,122.0,3.0
4ba20d23186f576a37baf64ae9d1efd8,19,32.0,133.0,1.0
ec25690087d7018f26c5babb170cd172,28,59.0,677.0,1.0
2a7fc3c11ce6d845096984b61fd1255c,18,28.0,2433.0,3.0
777b24037fe7eda706add9e66b4ebb16,28,54.0,472.0,1.0
dcb342e32a8d83936c3583b458b1ec5d,69,44.0,1031.0,1.0
5103bbe96f4ed89f77852b81b9857807,28,51.0,517.0,1.0
50d00416ab0968b61763ae7700b834ec,73,57.0,918.0,1.0
191fbe02933928daa95e6eff817f0901,73,60.0,587.0,2.0
a044431d95c59c00b6007810b42c3450,29,45.0,702.0,1.0
817bb443090f9248eeafa4ca0c39dee6,50,55.0,1086.0,1.0
bd94f07be7363eefff998be9bc531f00,71,40.0,360.0,5.0
3f6ac6e6a57c1b34b312eb3826232ae9,73,59.0,1066.0,4.0
707444b16ab90c38797c09533610f2f7,29,51.0,595.0,6.0
af09e58ab4e0496054ea66f1a8d90992,29,42.0,510.0,1.0
e7483c8bfe1dc33e4064b2e8d0baa7e0,29,51.0,753.0,2.0
67ad7cf282f8b417e397e2cb48e30ec9,18,57.0,799.0,2.0
a787f057d57c5c8138668ff45cf520fb,11,59.0,1582.0,4.0
31fe7320124ccf2f3404354a62c2491f,38,60.0,818.0,6.0
d171609cebb8b3f8c553d23f93846cfc,69,55.0,2021.0,5.0
f450d0538e899a8e18fd0ff43235467b,11,45.0,520.0,1.0
0dfbee99dc36f001ac9684ec8f9faf22,6,51.0,527.0,1.0
f72e750d1dfa6a7e11b302ad78835ec3,6,38.0,1303.0,2.0
293c5aeb5470a08b183ef0e165d773ec,19,57.0,1620.0,1.0
42a9652dc0730ecabc9e88896ff9b39f,38,58.0,667.0,3.0
278787c1150f040f26d618c4a9dbf666,1,60.0,605.0,4.0
20b5e4a340254d0405e613bf264c1d9b,19,48.0,874.0,1.0
cfa50f718046bdc15c6a22a214ec4881,29,59.0,183.0,2.0
6240265f6944e5a019ea704ce8758797,1,57.0,1230.0,1.0
ddf968d6992392e24d4c0a183b1572fc,11,46.0,857.0,1.0
02aec86f05ac37e61d164891c547b957,17,33.0,509.0,1.0
1008f1372c387f620e0a9be4cd8597e8,29,46.0,655.0,1.0
6b963dd1bd05384663a040b2a43c74c2,69,63.0,924.0,5.0
40484dbeccfecad6042233316af7adf0,28,33.0,254.0,1.0
79bce72fc7476860916c1a9dd18e5e4c,2,41.0,1670.0,5.0
45b663be749e5db05c7754574f8aeca5,2,46.0,2604.0,2.0
7b6d57b4e7d9797222a77fc8c0abb570,7,60.0,850.0,1.0
4fc0a38f2aa84f7a370ee7564c1759c0,20,59.0,2432.0,3.0
3006cdb80c0a96dd36310aac4fb9c413,73,59.0,2400.0,2.0
0d5dbd36103b1e1ebc82fa84a9be4cdf,73,55.0,766.0,3.0
1796d7fd0fe712100ecd847fe9ce1e41,73,56.0,1661.0,3.0
74522d82caa7dca657873b2ad7ebb122,11,47.0,534.0,2.0
feae1f506172be7e39905b736ba4727e,71,56.0,187.0,3.0
1c24e921f90788d443e1cfe31b279116,15,60.0,2462.0,5.0
fcd2a83ca77997e9de8b839755f955f1,71,38.0,435.0,1.0
a1858a08669ae684dfe00a570d375c55,7,42.0,639.0,1.0
492a301a87d8966739d87967f44ab248,28,54.0,123.0,2.0
f614ee0590d3b77ac83fd64819936fa4,34,34.0,1016.0,2.0
68f3a02ae6c5b5f5a2bfc121a2f5d978,28,44.0,167.0,1.0
78f88fa539d43d08c504d34c41f7f8ca,7,57.0,2908.0,1.0
47c1e1cb69ec374ae0ebee1f4cebd7c8,6,50.0,228.0,3.0
896a7625e9f8e778ab57ad648790421a,10,51.0,642.0,1.0
54e81bcc9dd5aa9824b1f510f92c22a5,73,35.0,90.0,3.0
692848a5033c27993839095f944fda0e,3,60.0,528.0,5.0
158ff2fc7effe07dcffbbc14a5d89252,69,54.0,2990.0,1.0
3628ecedc8c9af805db7c472e4bf39b6,17,30.0,825.0,1.0
82cc38d72acafc37bdd8f16d0af4d8b4,,,,
8a45187271718c5d7610422a03e401d5,11,48.0,1297.0,3.0
012d2da362c443111afdbf66e3a8f833,69,53.0,1330.0,4.0
92e4828e16cb9e39f81dd6d73cb8d2ba,35,59.0,1292.0,3.0
881304fe2dc5d86712005862da8a8a08,17,43.0,432.0,3.0
1f90568ee34d264353848ee292f94a4a,41,59.0,473.0,2.0
ab03be4f77935837798740a790f2710e,15,56.0,555.0,2.0
be88682ef102d771c19cd9443e9002f8,19,55.0,1895.0,5.0
c026ce233e4ba9ff9444ee094ede61f4,69,54.0,175.0,6.0
5a6d55579890d0dba01eda661103d1d0,10,27.0,706.0,2.0
2a1bee7f7f0ab475b06cd290865652ab,27,63.0,1246.0,1.0
25df634e823ffb18a9e84fdb2dbed993,28,52.0,364.0,3.0
be9ac95fbff7ab3ed81e907aa6a21d16,73,53.0,960.0,1.0
8db13e8dea6d400a1c6a3f0e84d1a4a0,58,34.0,926.0,2.0
05f84c31be31ad0d9b0b5be7ee646114,69,45.0,979.0,8.0
02c3e967997b9a3a3f632fbf23a5d13e,7,38.0,1971.0,1.0
3104a92912099c90215f1e6e41ce5304,6,52.0,197.0,3.0
57df6f34170c693c5ad0f1f7d51273e1,46,56.0,1491.0,1.0
9f946aa7e05b8e13e6efbd581c7d5e14,15,27.0,268.0,3.0
c1f12d5a0f52ec90b0a8f819b2b7d701,7,58.0,424.0,1.0
a0839631d1dde8e4e5df35b1b6135649,58,58.0,531.0,5.0
251a169c7d7582bdcde0ea4e7daf2e9c,11,60.0,1944.0,4.0
619b497e98754390b6198a9818e85d91,18,56.0,624.0,2.0
b05e0a578a2ea97ed4a97b82c09aeb69,69,45.0,509.0,2.0
edda889e1287894ad28d9ed03e0da944,19,61.0,306.0,1.0
19b87e4a8846d636e39df026b1178e58,73,62.0,418.0,6.0
015e65141abd844f0f37c84af611a736,28,48.0,549.0,1.0
5a220db96fd387655c2bb191b58fe5bc,19,58.0,1023.0,6.0
50bd137607b0c8ce6808d9468efb6650,11,41.0,648.0,1.0
f836dcc769fa584f85273580ac70ff46,38,50.0,162.0,2.0
49ee9fda2d3eb99e7923cba79824013f,69,58.0,762.0,4.0
489b5371a70adad7494d5852e1fab9be,69,25.0,236.0,2.0
222b8840fbdfd422dd30d150cd35905a,73,57.0,1318.0,4.0
914ae3eaf70ebc74ecdb8c1caf2f3030,69,34.0,1260.0,5.0
eb1b45ada109ad4152de5dc5ccaf4192,11,44.0,2040.0,1.0
34fea8304448d208255099f7000472b6,7,56.0,635.0,1.0
383e765fa69bdfd86e5f11b66b9c3298,69,36.0,140.0,4.0
5b2fe14d8ba74d486060fb1658e22764,2,59.0,2338.0,1.0
cf54793ca1dfbd654bdfbc20ab5500cd,7,50.0,826.0,1.0
e3efedd9f3ab75fcbe334e1177e0e669,10,33.0,628.0,1.0
1fff0633e91357a8e60ebacdb489a745,6,60.0,2087.0,3.0
9b815e058b7ffeb6b671b99414750605,7,58.0,2093.0,2.0
7e9c4eea1e3c2949d03c688048a2f25a,63,42.0,588.0,1.0
9c8a5cd8162e96e84231d33cabdbf4ac,16,53.0,922.0,7.0
0b3356d433014b7d6957ed196cbff7a7,6,51.0,598.0,2.0
cfe504fa2e6951eb7e5a76ce41879396,7,59.0,371.0,1.0
1d35ea433e16ecbf5a6bb75fc57fb06b,35,45.0,471.0,1.0
48cd732a13b207fd68a6831b5d222632,10,46.0,411.0,5.0
4ba852bef5a19bb5aefa4d6c1a06cc92,28,60.0,332.0,1.0
fe487cb321d7248b139ab93790313438,28,44.0,760.0,1.0
315880c73832a5c5837f0de5b20b5452,38,60.0,1170.0,2.0
fed49239bf63e416ba24bd55623905e2,36,60.0,2032.0,6.0
35ced8d4370f552c482d74211293b509,56,55.0,1736.0,3.0
f2c5c9a2e61ed7d9dd4d26918869b1e7,42,55.0,963.0,6.0
4b737a58861ed576d2128c439e4f23d2,28,55.0,597.0,1.0
8190dc32d9f6a23f7e9a8c0a29ce51f8,11,42.0,245.0,4.0
104dcf3ea345a850f746ec1700a315aa,57,32.0,889.0,1.0
799b775e4f946bd66657c06fd83eb3e0,62,52.0,280.0,1.0
8be18874494203496bc3182b4609f894,7,59.0,492.0,3.0
5cbf1969f1f2661b9b2c661be53d9d73,11,54.0,807.0,1.0
13382c6e7b2b2eaff6930f1fd989f814,58,52.0,573.0,1.0
db1d35a79d962ea610bfe08689c1e194,65,40.0,871.0,1.0
e8ac3a5d25cc4324f7b603b8a22270c7,11,35.0,483.0,2.0
9fbd70f6f30c9043718784da9d94b7d8,10,35.0,939.0,2.0
d43e465b2d40c81e7ccac2352913ee46,11,46.0,899.0,1.0
49c05a7e7c2ede0569fe49ccd07b6f45,7,44.0,154.0,1.0
6e5a61dfd188724be28aa5e980b726d7,69,57.0,535.0,2.0
5e5d4c3d8ef00f1578e141980003511a,38,52.0,2118.0,2.0
60142ec23c74388e4c0103863bf34414,,,,
ca9e8317ef320cd279b895188466ac1b,7,46.0,805.0,1.0
7a8a8e0f179cabed8f67681545f715c6,11,44.0,305.0,1.0
74eb0f453f711fe2fd8014ee9ff7710c,10,45.0,293.0,2.0
0364138356e19ab81369f041ad107de2,11,57.0,754.0,1.0
b6346784529bff0a0c43b1ab21e6620c,17,46.0,476.0,1.0
fba81141118561959fbce12dc098cfc1,6,53.0,1750.0,3.0
47f1d985310349938fc0ad555dec7f4c,31,52.0,142.0,1.0
0238fcd9cab6ba7d2b81a6973d321501,42,63.0,937.0,2.0
0e8bee8fadf0a2a23b5460da8c65272c,53,46.0,1612.0,1.0
73b135c3cab35201f37f50c70e94e7b1,29,59.0,975.0,2.0
a258e6967af27301ff687865b021641b,46,40.0,180.0,1.0
ceb70d8e052e8ef6534153eaebcf7b4f,33,35.0,871.0,5.0
6d5a252215b48269dea73a6e702a0c27,69,32.0,963.0,1.0
12aa956b54d72a22c7170157e4afc773,15,51.0,888.0,1.0
8b0f52167c7741512d6992c118aabf0b,28,60.0,124.0,2.0
a51f104caa9cfbad8df84328e32a514d,10,53.0,1633.0,1.0
a7f2e8c36b83dadad90b9cc90ef56954,18,46.0,493.0,2.0
c651eec410691559257f9ef8f647e005,,,,
0890ebab9d0866afe62b0820dd5eac7a,28,55.0,1214.0,8.0
dfd8d6e1cce0d81bce5de8cffc15ebe9,7,59.0,1179.0,1.0
0b3ac020dd5f7a656a53d2a353913137,35,60.0,442.0,2.0
484b336a58082991847bb45618718859,33,47.0,194.0,4.0
4f095e11f8010d2381ba2845cff14ae6,28,59.0,124.0,2.0
8327f62c1d52126062338273c03eb0f8,2,49.0,823.0,1.0
03d810471811e933166cbe86517b670a,33,51.0,1051.0,1.0
17d3f270cd487b7df185db7900dadb2e,28,54.0,909.0,1.0
946f6b56220f281da6d38c007861a802,28,60.0,269.0,1.0
dafe00c6215dbf7be6139dabff79f2c9,2,51.0,1177.0,3.0
41e6d17f7d56921f364d9666f6aaf241,6,55.0,646.0,1.0
2ab681b02620b0c3a9515f773b4fea5b,,,,
66c4befad4f59d0af497670134d0deed,11,41.0,243.0,1.0
e6deab755d7ab30fc6e51dea5d1ada11,18,52.0,196.0,1.0
953636afec00d3e85d55a12e7f00878d,7,59.0,1631.0,4.0
a95e92fc26bbb049cc8fe7cffb05bb50,6,52.0,474.0,1.0
47a0cac93f4126e96a87178532ea55e2,29,56.0,557.0,1.0
78f5d2ebf10a3fa0f43a2ae143597db7,36,59.0,2197.0,6.0
3e567c2fb7778476c752052b3c5e0889,2,46.0,227.0,1.0
9733219a1a5019715b15472fbb72ae20,67,47.0,177.0,1.0
d3364be59f73e753c3f158c89259d05a,7,23.0,375.0,3.0
327e6921986e6484fab70ecfc40193a5,2,59.0,245.0,1.0
dfa96d891427058852f0625e9eeb01ce,,,,
4fbe5e9d381a9762fc99c29400a388ad,6,59.0,2045.0,1.0
155991fbefbd25b974b543ad03e27d4f,73,51.0,651.0,5.0
92aaf2627e39331ad9823b5ebf27dd60,29,50.0,155.0,2.0
2e9fdf13a1c77c309f1d417ca0947918,28,49.0,729.0,1.0
4f13a87ed35a8aac986af2dfd94a6735,6,58.0,314.0,1.0
8a7eb90b6f35a1d0157a6310b5e51543,2,39.0,1009.0,1.0
f31a702bc34ab7223a827da31596cc4b,66,33.0,1335.0,4.0
ff23c26156650b801e6c0a8038344359,17,48.0,916.0,1.0
f969f2cb0c5ba01e1c40aa3e8ee20df0,29,41.0,702.0,2.0
fcf6b4d081833fcda628642b5c89883f,11,45.0,694.0,2.0
febf32212098d434438f495d006e52d4,35,42.0,189.0,1.0
0e54c690ac97b27a3a793fa174f6dbd3,7,57.0,752.0,1.0
9ce0da63381ada0ba1b05ca42884304b,35,43.0,288.0,1.0
5555696ae22ce0ea921cb4ea8f55c524,69,54.0,790.0,2.0
36f204c033b6ec60d874bc75d412d78a,19,44.0,120.0,1.0
e84c8128e116c2098715c8c8ae51eca4,35,59.0,670.0,1.0
b193147270aba6d558129111e2f43245,7,39.0,371.0,1.0
4b37c68afdb4b93ca53d8d536cf17293,69,56.0,2504.0,1.0
94b4c2b313ecb2c8b5ca4cdd0c9eb939,11,53.0,532.0,1.0
69eb83cea38c51709d62befe1a4309dd,20,57.0,338.0,1.0
7f86c5c3fdcbd899867a5e99f5d4ccdd,69,43.0,417.0,1.0
8280a543507871218669bebe0908b88b,27,45.0,756.0,1.0
6ec50365d6c385e088ca13c61c2007c2,69,37.0,732.0,1.0
c73434c2f0518c526f0b4e5c219d3bf0,3,42.0,1016.0,2.0
5152e83e1b25b46f5c49feeadd6b9783,69,54.0,1175.0,1.0
aa008f021502940f251d4cce7f489ae2,11,31.0,875.0,2.0
d9dc1e75ff97be326363655e01350688,28,47.0,511.0,1.0
99874ae6c0b14f7b42671519fcf00874,2,57.0,122.0,1.0
e89ebf51f2fcff46abbc4eca058c0fd3,29,40.0,525.0,3.0
8857df0f3dc45b2f5faf2d76ad24d851,7,44.0,717.0,1.0
27d98aec83099c6c1cd0df4cf698aea3,6,35.0,232.0,2.0
945dc991d1178ffedfe99e28f7c171b6,11,35.0,1800.0,1.0
b459b481f4226e2a06534e6c82ebe860,32,57.0,404.0,4.0
d6989c1357d7926acd83c39f47a2595e,7,52.0,191.0,3.0
950e6eec648488909ded4eef5d2197b2,18,45.0,891.0,1.0
e83b58ef317f4a902807b82e67434db9,20,54.0,2420.0,2.0
16abce275c50c172a2690ad4b126f73b,2,50.0,488.0,4.0
